"abies";"acer";"alnusfru";"alnusund";"apiaceae";"artemisia";"asterund";"betunana";"betula";"brassicaceae";"carpinus";"chenopodiaceae";"corylus";"cyperaceae";"ephedra";"ericaceae";"fagus";"fraxinus";"juniperus";"larix";"olea";"picea";"pinushap";"pinus";"plantago";"poaceae";"quercusever";"quercusdec";"salix";"tilia";"ulmus";"gdd5";"mtco";"pann";"e_pe";"tann";"mtwa";"long";"lati";"alti";"biome"
"r367";0;0;0.71;0.43;0;1.14;7.43;8.86;25.57;0;0;0;0;0.86;0;0.86;0;0;0;30;0;0.86;0.71;20.43;0;2;0;0;0.14;0;0;620.837;-29.017;376.348;92.535;-7.476;13.816;127.5;63;150;"COCO"
"r368";0;0;4.42;0.16;0;0.98;1.15;2.45;13.58;0.16;0;0;0;32.08;0;0;0;0;0;6.71;0;0;0;22.42;0;15.71;0;0;0.16;0;0;620.837;-29.017;376.348;92.535;-7.476;13.816;127.5;63;150;"COCO"
"r369";0;0;3.52;0;0;0.88;0.44;3.08;22.47;0;0;0;0;1.76;0;0.44;0;0;0;0.88;0;1.32;0;63.88;0;0.44;0;0;0.88;0;0;582.876;-29.3;257.662;75.28;-7.62;13.733;129.37;61.99;200;"COCO"
"r370";0;0;20.37;0;0.31;0.93;0;14.81;1.85;0;0;0.31;0;10.8;0;5.86;0;0;0;7.41;0;0;22.53;0.93;0;12.35;0;0;1.54;0;0;309.926;-34.058;239.926;81.537;-11.757;11.016;135.23;71.05;15;"COCO"
"r371";0;0;8.63;0;0;0.6;0;9.23;25.3;0;0;0;0;0;0;0.3;0;0;0;0.3;0;2.68;0;50;0;2.98;0;0;0;0;0;596.448;-29.154;313.66;97.685;-7.501;13.757;121.62;63.72;150;"COCO"
"r372";0;0;73.02;0;0;0;0;5.71;1.9;0.32;0;0;0;0;0;15.87;0;0;0;0;0;0;0.63;0;0;0.63;0;0;1.9;0;0;452.606;-31.577;308.56;88.86;-9.575;12.524;123.25;63.67;20;"TUND"
"r373";0;0;13.83;0;0.4;0.4;0;6.32;25.3;0;0;0;0;1.58;0;0;0;0;0;2.37;0;0.79;0.79;45.06;0;1.58;0;0;1.58;0;0;582.876;-29.3;257.662;75.28;-7.62;13.733;129.37;61.99;200;"COCO"
"r374";0;0;3.98;0;0;0;0;2.21;20.8;0;0;0;0;1.33;0;0;0;0;0;18.14;0;0;0.44;49.12;0;3.98;0;0;0;0;0;611.025;-28.685;255.507;71.458;-7.16;13.99;129.55;61.3;260;"COCO"
"r375";0;0;12.55;0;0;1.96;0.39;16.08;33.33;0;0;0.78;0;1.18;0;0.39;0;0;0;11.76;0;0;0;5.1;0;12.94;0;0;3.53;0;0;561.45;-29.621;317.786;91.379;-8.023;13.405;120.97;64.84;160;"COCO"
"r376";0;0;10.68;0;0;1.94;0.97;7.28;10.19;0;0;0;0;0;0;0.49;0;0;0;7.77;0;5.83;0;50;0;4.37;0;0;0.49;0;0;567.098;-29.728;327.532;87.482;-8.081;13.416;123.25;63.67;120;"COCO"
"r377";0;0;0;0.93;0;0;0;1.85;8.44;0;0;0;0;0;0;2.98;0;0;0;0;0;11.32;0;73.56;0;0;0;0;0;0.93;0;1056.274;-8.639;470.22;92.751;3.037;15.688;30.33;60.05;77;"COMX"
"r378";1.63;0;0;0;0;3.67;0;7.94;27.49;0;0;0;0;0.92;0;3.67;0;0;0;0;0;2.34;7.94;39.51;0;1.83;0;1.53;1.53;0;0;1186.521;-16.194;524.516;94.793;0.758;17.437;69;59.35;77;"COMX"
"r379";0;0;0;0.1;0;2.31;0;3.61;19.16;0;0;0.5;0;1.2;0;0.7;0;0;0;0;0;2.71;0;53.06;0;1;0;0;15.55;0;0.1;1033.473;-19.326;561.073;96.256;-1.237;16.578;76.63;60.93;77;"COMX"
"r380";0.81;0;0;0;0;3.46;0;3.26;40.69;0;0;1.63;0;0;0;7.73;0;0;0;0;0;3.26;4.88;32.55;0;1.73;0;0;0;0;0;1351.903;-17.527;490.987;82.607;1.043;18.498;83.08;56.87;458;"COMX"
"r381";0;0;0;0;0;0;0;5.69;31.33;0;0;0;0;1.14;0;2.28;0;0;0;0;0;49.33;0;9.51;0;0.72;0;0;0;0;0;261.587;-28.536;377.244;100.204;-9.18;11.242;86.5833;67.4667;77;"COMX"
"r382";0;0;0;15.24;0;0;1.78;3.73;49.59;0;0;1.78;0;1.78;0;10.21;0;0;0;0;0;5.02;0;5.02;0;3.24;0;0;2.59;0;0;744.378;-23.527;501.243;96.121;-4.498;14.623;84;70;77;"COMX"
"r383";0;0;0;0;0;0;0;0;19.9;0;0;0;0;4.1;0;6.1;0;0;0;0;0;1.9;11.3;56.7;0;0;0;0;0;0;0;1031.627;-19.582;560.013;97.593;-1.316;16.629;78.4;60.3333;77;"COMX"
"r384";7.04;0;0;3.52;0;3.42;0;0;28.16;0;0;3.42;0;3.52;0;3.42;0;0;0;0;0;5.59;4.87;26.6;0;3.42;0;0;0;3.52;3.52;1152.225;-16.541;520.455;96.014;0.461;17.221;68.82;58.75;77;"COMX"
"r385";4.27;0;0;0;0;3.46;0;0;17.29;0;0;1.73;0;4.27;0;1.73;0;0;0;0.81;0;8.65;0;56.05;0;1.73;0;0;0;0;0;1437.869;-12.65;410.978;76.068;3.43;18.871;60.5;57.9167;229;"COCO"
"r386";2.44;0;0;2.55;0;2.65;0;1.73;32.18;0;0;0.92;0.92;0;0;2.65;0;0;0;0;0;6.82;0;40.53;0;4.48;0;0;0;1.22;0.92;1266.229;-14.333;394.503;76.641;1.827;17.714;60.08;57;229;"COMX"
"r387";0;0;0;7.54;0;1.02;0;9.28;25.69;0;0;1.02;1.94;0.92;0;0;0;0;0;0;0;23.75;0;27.93;0;0.92;0;0;0;0;0;1471.169;-7.071;603.144;93.497;5.189;17.824;34.83;57.52;229;"COMX"
"r388";0;0;0;18.13;0;0.85;0;0;42.42;0;0;0;0.42;2.55;0;1.7;0;0;0;0;0;3.5;0;21.74;0;7;0;0;1.7;0;0;1086.063;-8.144;556.934;95.753;3.258;15.733;30.9;58.92;77;"COMX"
"r389";0.96;0;0;58.19;0;0.96;0;0;0.96;0;9.04;1.81;1.81;0.96;0;0;0;0;0;0;0;0.96;0;7.13;0;10.85;0;3.62;0;0;2.77;3259.609;2.308;1083.453;67.878;13.435;23.569;41.72;42.08;458;"COMX"
"r390";0;0;0;7.15;0;0.61;0;1.94;31.15;0;0;1.23;0;24;0;0.61;0;0;0;0;0;7.15;0;24;0;1.53;0;0;0.61;0;0;1061.961;-8.791;543.186;95.364;2.925;15.661;32.2;61.75;77;"COMX"
"r391";0;0;0;2.79;0;1.18;0;2.79;19.12;0;0;0.86;0;8.59;0;0.54;0;0;0;0;0;4.3;0;45.54;0;14.29;0;0;0;0;0;806.44;-11.108;545.445;99.866;0.865;14.172;31.0833;64.5833;229;"COMX"
"r392";0;0;0;4.18;0;9.18;0;0;53.57;0;0;0;0.82;2.04;0;0;0;0;0;0;0;7.55;0;15.1;0;5.1;0;1.63;0;0.82;0;1209.059;-8.849;536.005;93.092;3.429;16.498;37.9;57.57;77;"COMX"
"r393";0;0;0;4.48;0;0;0;0;13.54;0;0;0.92;0;8.96;0;0;0;0;0;0;0;25.25;0;43.18;0;0;0;1.83;0;1.83;0;1346.835;-8.238;514.534;87.633;4.148;17.131;39;56.83;77;"COMX"
"r394";0;0;0;15.42;0;0.74;0;0;30.83;0;0;0;0.95;0;0;0;0;0;0;0;0;7.71;0;40.65;0;2.75;0;0.95;0;0;0;1054.183;-8.624;476.435;93.074;3.031;15.674;30.17;60;77;"COMX"
"r395";0;0;0;10.37;0;0;0;20.75;28.42;0;0;0;0;0;0;0;0;0;0;0;0;14.73;0;6.95;0;13.59;0;0;5.19;0;0;896.831;-14.79;482.894;99.529;-0.117;15.257;52.55;67.17;77;"COMX"
"r396";0;0;0;2.92;0;0;0;11.67;0;0;0;0;0;1.46;0;1.35;0;0;0;4.9;0;0.94;1.98;74.79;0;0;0;0;0;0;0;984.022;-23.082;338.541;74.755;-2.839;16.492;110.03;54.33;458;"COCO"
"r397";0;0;0;4.71;0;0;0;0;11.84;0;0;0;0;0;0;0;0;0;0;0;0;53.07;0;22.37;0;3.29;0;0;0;4.71;0;1189.927;-14.044;618.297;98.406;1.674;17.331;56.32;57.78;229;"COMX"
"r398";0;0;0;1.62;0;2.32;0;0;41.21;0;0;0.91;0;1.41;0;4.44;0;0;0;0;0;1.62;3.94;38.79;0;1.31;0;0;2.42;0;0;1035.628;-19.653;530.208;98.054;-1.29;16.655;79.02;60.03;77;"COMX"
"r399";0;0;0;9.47;0;0;0;0;30.14;0;0;1.22;3.46;0;0;1.63;0;0;0;0;0;10.18;0;21.69;0;15.89;0;3.16;2.24;0.61;0.31;1281.149;-7.881;540.88;90.297;4.003;16.681;35.95;56.95;77;"COMX"
"r400";0;0;0;4.91;0;21.27;0;3.58;30.78;0;0;3.07;0;0;0;1.53;0;0;0;0;0;0.1;12.17;20.04;0;2.56;0;0;0;0;0;1159.263;-19.238;554.609;100.261;-0.547;17.467;84.45;56.83;77;"COMX"
"r401";0;0;0;12.53;0;0;0;0;32.05;0;0;0;0;3.55;0;14.82;0;0;0;0;0;7.83;0;25.89;0;1.77;0;1.57;0;0;0;1182.063;-6.42;577.933;94.17;4.241;16.028;24.97;58.15;77;"COMX"
"r402";2.42;0;0;0;0;4.03;0;7.26;30.65;0;0;0.81;0;0;0;6.35;0;0;0;0;0;5.65;8.06;33.17;0;1.61;0;0;0;0;0;1144.835;-19.135;548.936;99.745;-0.596;17.376;83.0833;56.8667;77;"COMX"
"r403";0;0;0;2.51;0;0;0;12.46;32.23;0;0;0;0;0.69;0;21.03;0;0;0;0;0;2.51;0;27.89;0;0.69;0;0;0;0;0;774.424;-11.62;482.277;98.567;0.532;14.039;37;67.5;77;"COMX"
"r404";0;0;0;0.66;0;12.29;5.87;0;7.42;0;0;3.88;0.66;8.86;0;0;0;0;0;0;0;0.66;0;51.61;0;7.42;0;0;0;0.66;0;2012.748;-3.599;527.587;75.092;8.095;19.774;35.9333;52.6;229;"COMX"
"r405";0;0;0;8.18;0;6.96;17.09;0;13.55;0;0;6.96;2.69;0.73;0;0;0;0;0;0;0;5.37;0;21.73;0;15.14;0;1.1;0;0.49;0;2056.823;-3.244;529.345;74.259;8.34;19.896;35.4167;52.25;229;"COMX"
"r406";0.6;0;0;1.93;0;0.96;2.29;0;0;0;1.93;0;1.81;32.53;0;0;0;0;0;0;0;5.06;0;47.47;0;3.61;0;1.81;0;0;0;3192.582;0.877;716.199;68.575;12.209;22.979;43.25;43.2;77;"COMX"
"r407";0;0;0;2.22;0;0.58;19.51;0;3.86;0;0;4.67;2.8;0;0;0;0;0;0;0;0;1.64;0;51.4;0;9.46;0;1.05;2.8;0;0;1758.325;-4.786;557.372;82.048;6.752;18.66;35.37;53.03;77;"COMX"
"r408";0;0;0;3.44;0;4.35;0;0;36.1;0;0;1.52;0;0.51;0;6.88;0;0;0;0;0;0;0;25.78;0;0.81;0;0;20.63;0;0;1031.141;-18.716;449.705;97.267;-0.915;16.591;73.33;61.23;77;"COMX"
"r409";0.8;0;0;1.6;0;2;0;12.3;21.3;0;0;0;0;3;0;0;0;0;0;0.8;0;3.3;9.8;45.1;0;0;0;0;0;0;0;1010.89;-17.088;397.381;92.56;-0.475;16.225;65.47;64.17;77;"COCO"
"r410";0;0;0;1.32;0;10.75;0;1.32;44.52;0;0;3.55;0;0;0;10.75;0;0;0;0;0;0;4.56;19.68;0;3.55;0;0;0;0;0;1259.511;-17.509;459.743;90.122;0.553;17.972;80;55.32;77;"COMX"
"r411";1.6;0;0;0;0;14.61;0;3.1;56.26;0;0;0;0;1.1;0;0;0;0;0;0;0;2.3;7.01;11.71;0;2.3;0;0;0;0;0;1238.284;-17.973;518.024;94.831;0.272;17.869;81.57;55.5;77;"COMX"
"r412";0;0;0;4.41;0;1.68;0;0;62.5;0;0;0;0;11.97;0;0.63;0;0;0;0;0;1.58;8.09;1.58;0;5.15;0;0;2.42;0;0;988.613;-18.041;501.152;92.006;-0.979;16.091;69;66;77;"COMX"
"r413";0;0;0;4.13;0;0.74;0;0;17.57;0;0;0;0;14.6;0;30.58;0;0;0;0;0;1.59;26.46;1.06;0;2.22;0;0;1.06;0;0;1100.938;-17.39;527.859;94.921;-0.093;16.953;70;69;77;"COMX"
"r414";0;0;0;4.41;0;1;0;3.51;28.49;0;0;1;0;1.1;0;7.72;0;0;0;0;0;6.22;3.51;8.93;0;0.3;0;0;33.8;0;0;861.581;-21.535;551.502;97.563;-3.07;15.37;78.25;65.67;77;"COMX"
"r415";3.12;0;0;1.43;0;0;1.69;0;16.25;0;0;1.69;0;26.14;0;0;0;0;0;0;0;1.04;0;47.2;0;0;0;0;1.43;0;0;1195.672;-19.704;930.446;100.177;-0.52;17.704;92.95;53.1667;458;"COMX"
"r416";0;0;0;0;0;5.04;2.63;0;2.1;0;0;6.72;0;1.58;0;0;0;0;0;0;0;79.83;0;0;0;0;0;0;2.1;0;0;1887.392;-10.133;457.878;58.665;5.832;20.192;78;42.3333;1068;"COMX"
"r417";0;0;0;2.28;0;2.28;0;0;5.69;0;0;4.65;0;5.79;0;0;0;0;0;0;0;5.79;0;72.39;0;0;0;0;0;1.14;0;1469.164;-9.502;455.854;79.595;4.368;18.222;48.72;55.55;77;"COMX"
"r418";0.52;0;0;2.68;0;3.09;0;0;6.29;0;0;3.71;0.52;0.52;0;0;0;0;0;0;0;6.29;0;66.91;0;4.23;0;1.55;1.03;2.16;0.52;1710.047;-7.771;430.914;70.868;5.918;19.302;47.5333;54.2167;229;"COMX"
"r419";0;0;0;0;0;3.9;1.95;0;3.29;0;0.85;7.92;1.71;0.97;0;0;0;0.85;0;0;0;0;0;64.31;0;0;0;9.26;0;3.29;1.71;2280.133;-1.072;570.789;75.007;9.42;20.124;31.35;49.8167;77;"COMX"
"r420";0;0;0;1.37;0;0.63;2;0;3.48;0;0;3.37;0;18.86;0;0;0;0;0;0;0;2.11;0;61.96;0;1.37;0;2.11;2.74;0;0;2161.149;-1.045;626.947;84.185;9.327;19.897;25.5;49.6667;229;"COMX"
"r421";0.1;0.1;0;1.77;0;0.1;0;0;3.63;0;3.63;0.1;0.1;7.17;0;0;0;0;0;0;0;0.1;0;80.06;0;1.77;0;1.35;0;0;0;2057.652;-1.49;639.83;87.306;8.905;19.569;24.65;50.3667;229;"COMX"
"r422";1.98;0;0.99;8.53;0;2.47;1.85;4.08;26.7;0;0;0;0;4.08;0;20.15;0;0;0;2.97;0;14.09;4.08;0;0;2.47;0;4.08;0;0;1.48;830.539;-25.055;617.016;100.025;-4.282;15.683;142.08;51.4;229;"COMX"
"r423";0;0;5.72;14.88;0;0.62;0;12.17;33.61;0;0;0;0;8.01;0;0;0;0;0;6.76;0;8.74;8.12;0;0;1.35;0;0;0;0;0;708.744;-26.512;570.801;100.086;-5.801;14.518;158.8;54.8;150;"COCO"
"r424";0;0;9.91;0;0;0;4.1;0;6.31;0;0;0;0;20.32;0;0;0;0;0;0.5;0;0;6.01;0;0;50.65;0;0;2.2;0;0;609.589;-28.176;410.857;100.814;-7.031;13.706;159.97;56.22;150;"TUND"
"r425";0;0;1.82;0;0;0.91;0;4.45;9.82;0;0;0;0;1.82;0;0;0;0;0;4.45;0;1.82;8;66.9;0;0;0;0;0;0;0;571.518;-29.369;254.957;75.154;-7.702;13.647;129.58;62;229;"COCO"
"r426";1.52;0;0;11.68;0;3.55;0;0;9.24;0;0;0;0;30.66;0;0;0;0;0;0;0;3.86;28.73;0;0;0;0;9.24;0;0;1.52;1015.595;-23.381;474.161;99.677;-2.843;16.762;140.45;52.33;77;"COMX"
"r427";0;0;25.23;0;0;0;0;57.56;0;0;0;0;0;0;0;0;0;0;0;1.98;0;0.12;15.12;0;0;0;0;0;0;0;0;364.357;-32.442;271.152;93.795;-10.521;11.441;141.87;64.3;458;"COCO"
"r428";0;0;0;0.43;0;0;0;0;30.64;0;0;0;0;10.37;0;11.97;0;0;0;0;0;2.4;0;39.45;0;4.03;0;0;0.7;0;0;675.789;-21.662;330.617;86.723;-4.073;14.017;72.45;67.4;20;"COMX"
"r429";0;0;0;1.43;0;0;0;0;31.21;0;0;0;0;11.44;0;2.9;0;0;0;0;0;2.23;0;43.98;0;6.2;0;0;0.6;0;0;655.855;-21.969;232.872;79.885;-4.338;13.839;72.86;67.66;20;"COMX"
"r430";0;0;0;6.79;0;0.5;0;0;21.38;0;0;0.3;0;9.89;0;15.88;0;0;0;0;0;3.4;0;35.56;0;4.9;0;0;1.4;0;0;631.531;-21.519;408.598;92.756;-4.241;13.685;70.58;68.83;20;"COMX"
"r431";0;0;0;20.52;0;0;0;0;53.05;0;0;0.4;0;3.3;0;0;0;0;0;0;0;1.6;0;14.11;0;6.61;0;0;0.4;0;0;980.741;-17.737;420.811;88.286;-0.921;15.99;67.16;67.6;80;"COMX"
"r432";0;0;0;0;0;0;0;0;0;0;0;0;0;80.65;0;3.95;0;0;0;0;0;0;0;0;0;15.4;0;0;0;0;0;591.477;-20.586;351.113;91.554;-4.09;13.284;64.71;69.1;20;"WAST"
"r433";0;0;0;4.19;0;1.3;0;0;65.27;0;0;0;0;10.08;0;0.8;0;0;0;0;0;1.7;0;9.78;0;4.39;0;0;2.5;0;0;648.151;-21.351;499.88;100.372;-3.995;13.917;70;66;20;"COMX"
"r434";0;0;0;0;0;0;0;0;37.04;0;0;0;0;6.11;0;19.62;0;0;0;3.3;0;0;0;23.82;0;8.11;0;0;2;0;0;647.67;-25.384;286.317;85.506;-5.858;13.872;86.25;69.41;100;"COCO"
"r435";0;0;0;9.8;0;1.6;0;0;22;0;0;0;0;0.8;0;3.1;0;0;0;0;0;28.6;0;26.1;0;7.1;0;0;0.9;0;0;562.265;-25.724;465.234;98.431;-6.389;13.368;86.7;66.88;100;"COMX"
"r436";0;0;0;0;0;0;0;0;54.22;0;0;0;0;15.34;0;1.65;0;0;0;0;0;4.6;0;18.59;0;1.65;0;0;3.95;0;0;659.758;-16.773;430.42;100.017;-2.155;13.638;53.18;67.88;20;"COMX"
"r437";0;0;0;4.6;0;1.4;0;0;64.9;0;0;0;0;10;0;0.5;0;0;0;0;0;1.7;0;10.1;0;4.3;0;0;2.5;0;0;834.483;-19.486;503.947;95.815;-2.321;15.102;69;66;50;"COMX"
"r438";0.7;0;0;4.8;0;3.1;0;0;37.7;0;0;0.9;0;8.3;0;0.8;0;0;0;0;0;3.2;0;29.7;0;8;0;0;2.8;0;0;849.24;-18.465;358.45;98.072;-1.794;15.213;65.03;63.93;50;"COMX"
"r439";0;0;0;22.3;0;0.6;0;0;16.4;0;0;0.6;0;15.8;0;0;0;0;0;0;0;1.5;0;23.9;0;18.2;0;0;0.7;0;0;662.187;-21.376;459.91;96.59;-3.977;13.968;71;67;20;"COMX"
"r440";0;0;0;0;0;0.4;0;0;13.79;0;0;0;0;12.29;0;0.4;0;0;0;0;0;10.09;0;45.05;0;15.38;0;0;2.6;0;0;832.85;-18.636;434.34;97.25;-1.958;15.094;65;64.66;50;"COMX"
"r441";0.3;0;0;3.11;0;0.6;0;0;25.05;0;0;0;0;5.31;0;0;0;0;0;0;0;7.31;0;51.2;0;7.11;0;0;0;0;0;682.26;-19.994;419.236;102.815;-3.22;14.159;65.5;63.5;20;"COMX"
"r442";0.5;0;0;1.7;0;1.9;0;0;36.17;0;0;1;0;6.51;0;0.9;0;0;0;0;0;5.21;0;43.09;0;2.61;0;0;0.4;0;0;818.49;-22.738;546.887;98.082;-3.779;15.115;83;66.83;100;"COMX"
"r443";0;0;0;10.6;0;13;0;0;50.2;0;0;0;0;0.9;0;0;0;0;0;0;0;4.7;0;4.7;0;7.7;0;0;8.2;0;0;747.505;-24.357;444.598;92.763;-4.871;14.612;86;68.66;150;"COMX"
"r444";0;0;0;11.61;0;2.1;0;0;31.13;0;0;4.2;0;2.1;0;0;0;0;0;0;0;1.2;0;45.35;0;0;0;0;2.3;0;0;846.785;-23.056;612.18;98.99;-3.705;15.455;88.5;64.66;100;"COMX"
"r445";0;0;0;9.6;0;0.2;0;0;41.5;0;0;0;0;11.5;0;0;0;0;0;0;0;4.8;0;20.8;0;5.2;0;0;6.4;0;0;1124.606;-16.873;488.815;87.839;0.145;16.955;69.5;66.33;100;"COMX"
"r446";0.5;0;0;0.3;0;2.4;0;0;24.38;0;0;9.59;0;9.69;0;0.9;0;0;0;0;0;3.5;0;45.25;0;0;0;0;3.5;0;0;849.994;-18.444;359.018;98.039;-1.779;15.204;65;63.66;50;"COMX"
"r447";2.2;0;0;0;0;6.4;0;0;27.9;0;0;0;0;1.8;0;1;0;0;0;0;0;0;0;51.6;0;3.7;0;0;5.4;0;0;951.421;-19.334;499.241;98.643;-1.564;16.075;73;61.5;50;"COMX"
"r448";1.1;0;0;3.19;0;2;0;0;53.59;0;0;0.3;0;1.1;0;0.3;0;0;0;0;0;3.19;0;33.83;0;0.3;0;0;1.1;0;0;961.078;-19.434;568.539;97.808;-1.601;16.111;74.66;61;50;"COMX"
"r449";0;0;0;0;0;0;0;0;37.06;0;0;0;0;1.1;0;2.2;0;0;0;0;0;49.45;0;9.49;0;0.7;0;0;0;0;0;395.417;-27.604;394.934;99.818;-8.097;12.156;86.58;67.46;160;"COMX"
"r450";0;0;0;5.1;0;2.9;0;0;38.3;0;0;0;0;2.9;0;0;0;0;0;0;0;3.2;0;44.6;0;0.9;0;0;2.1;0;0;744.809;-24.504;594.797;97.839;-4.942;14.611;87.5;68;150;"COMX"
"r451";0;0;0;9.31;0;2;0;0;22.82;0;0;0;0;2;0;0;0;0;0;0;0;5.11;0;56.76;0;1;0;0;1;0;0;779.162;-23.747;517.608;98.039;-4.427;14.859;86.5;66.5;150;"COMX"
"r452";1.6;0;0;1.6;0;0;0;0;36.44;0;0;0;0;4.8;0;21.12;0;0;0;0.4;0;9.31;0;24.72;0;0;0;0;0;0;0;819.382;-22.696;551.966;98.199;-3.755;15.1;82.76;66.56;100;"COCO"
"r453";0;0;0;29.07;0;0;0;0;14.69;0;0;0;0;16.28;0;0.6;0;0;0;0;0;2.4;0;23.08;0;12.59;0;0;1.3;0;0;1390.034;-14.311;346.698;77.895;2.57;18.738;66.5;66.83;200;"COMX"
"r454";0;0;0;15.1;0;1.2;0;0;51.7;0;0;1.2;0;6.3;0;0;0;0;0;0;0;12.7;0;8;0;3.8;0;0;0;0;0;871.902;-16.525;530.019;95.806;-0.921;15.165;56.95;65.95;80;"COMX"
"r455";0;0;0;4.2;0;0;0;0;58.6;0;0;0.9;0;12.6;0;0;0;0;0;0;0;13.1;0;8.2;0;0;0;0;2.4;0;0;891.586;-16.092;490.938;95.205;-0.685;15.244;56;66.35;80;"COMX"
"r456";0;0;0;0;0;0;0;0;24.7;0;0;0;0;9.3;0;0;0;0;0;0;0;8.8;0;54.7;0;2.5;0;0;0;0;0;634.702;-12.54;496.475;101.448;-0.49;13.176;32.45;67.18;120;"COMX"
"r457";1.1;0;0;3.21;0;2.91;0;0;18.74;0;0;1;0;1.9;0;1.9;0;0;0;0;0;4.31;0;63.83;0;0;0;0;1.1;0;0;946.198;-18.907;520.448;98.142;-1.475;15.967;71;61.08;50;"COMX"
"r458";0.5;0;0;2.8;0;0;0;0;42;0;0;0.1;0;1.5;0;0.7;0;0;0;0;0;3.9;0;48;0;0;0;0;0.5;0;0;1181.25;-16.338;470.27;87.57;0.641;17.333;68.5;63.5;100;"COMX"
"r560";0;0;0;11.1;0;0;0;0;35.4;0;0;0;3;0;0;0;0;0;0;0;0;14.1;0;36.4;0;0;0;0;0;0;0;1097.941;-7.44;558.14;94.542;3.578;15.738;28;58.81;50;"COMX"
"r561";0;0;0;4.5;0;0;0;0;26.7;0;0;0;7.1;0;0;0;0;0;0;0;0;14.3;0;42;0;0;0;0;0;5.4;0;1321.626;-6.669;556.005;94.289;4.726;16.881;31.03;56.56;100;"COMX"
"r562";0;0;0;4.85;0;0.18;0;0;14.47;0;0;0;0.25;0;0;1.42;0;0;0;0;0;10.65;0;65.81;0;0.9;0;0.25;0;0.97;0.25;1045.406;-8.401;461.039;91.618;3.129;15.67;30.2825;60.0075;27.5;"COMX"
"r563";0;0;0;23.6;0;0.6;0;0;37.6;0;0;0.15;2.2;0.6;0;7.15;0;0;0;0;0;7.5;0;19.25;0;0.9;0;0.45;0;0;0;1067.957;-7.448;540.482;92.847;3.477;15.604;27.39;59.31;20;"COMX"
"r564";0;0;0;4.95;0;0;0;0;11.75;0;0;0;0;2.1;0;0;0;0;0;0;0;24.55;0;53.95;0;0.75;0;1.95;0;0;0;1145.755;-6.971;562.853;95.528;3.942;15.96;27.25;58.42;50;"COMX"
"r565";0;0;0;14.6;0;0;0;0;2.9;0;0;0;1.9;0;0;0;0;0;0;0;0;24.3;0;54.4;0;0;0;0;0;1.9;0;1060.169;-7.322;565.564;94.141;3.472;15.515;26.66;59.5;20;"COMX"
"r566";0;0;0;14.36;0;0;0;0;40.22;0;0;0;4.3;2.75;0;0;0;0;0;0;0;5;0;19.76;0;9.3;0;0.5;0.5;1.1;2.2;1045.43;-8.354;513.52;94.45;3.12;15.651;30.495;59.73;35;"COMX"
"r567";0;0;0;21.28;0;1.2;0;0;33.87;0;0;0.6;1.6;0.6;0;14.89;0;0;0;0;0;6.29;0;17.28;0;2.4;0;0;0;0;0;1062.896;-7.789;554.993;94.913;3.282;15.521;27;59.31;100;"COMX"
"r568";0;0;0;22.12;0;0;0;0;39.54;0;0;0;1.2;0;0;0;0;0;0;0;0;7.91;0;29.13;0;0;0;0.1;0;0;0;1123.619;-7.335;568.565;97.163;3.72;15.86;26.68;58.71;100;"COMX"
"r569";0;0;0;4.3;0;2.9;0;0;58.24;0;0;0;1;2.1;0;0;0;0;0;0;0;8.49;0;15.98;0;4.1;0;1.6;0;1.3;0;1310.245;-8.371;530.571;90.527;4.019;17.044;37.75;56.5;100;"COMX"
"r570";0;0;0;3.2;0;0;0;0;14.9;0;0;0;0;0;0;0;0;0;0;0;0;28.1;0;50.6;0;0;0;3.2;0;0;0;1134.86;-7.966;564.629;95.141;3.479;15.938;31.31;58.5;100;"COMX"
"r571";0;0;0;8.09;0;0.95;0;0;31.52;0;0;0.95;1.9;0.9;0;0;0;0;0;0;0;25.32;0;29.47;0;0.9;0;0;0;0;0;1340.114;-7.661;584.956;93.64;4.437;17.136;34.83;57.51;165;"COMX"
"r572";2.35;0;0;1.6;0;6.19;0;0;53.22;0;0;2.25;0;1.9;0;0.35;0;0;0;0;0;4.34;0;23.27;0;1.85;0;0.1;0.9;0.85;0.85;108.374;-24.963;948.747;125.617;-8.118;10.012;59.16;54.66;800;"COMX"
"r573";0;0;0;5.41;0;0;0;0;43.84;0;0;0.5;0;0.5;0;0;0;0;0;0;0;14.31;0;25.03;0;9.51;0;0;0.9;0;0;1344.799;-8.174;535.17;89.813;4.256;17.246;37.51;56.35;120;"COMX"
"r574";0;0;0;2.76;0;0;0;0;23.68;0;0;0;0;1.08;0;0;0;0;0;0;0;11.87;0;58.17;0;1.84;0;0.2;0;0.2;0.2;1408.513;-7.853;528.996;87.104;4.672;17.617;37.86;55.98;150;"COMX"
"r575";0;0;0;7.92;0;0;0;0;22.74;0;0;0;1;1;0;0;0;0;0;0;0;40.58;0;17.26;0;4.59;0;1;0.47;3.43;0;1418.808;-7.846;542.386;88.624;4.814;17.801;37.38;56.065;200;"COMX"
"r576";0;0;0;4.6;0;0;0;0;13.7;0;0;0.8;0;8.2;0;0;0;0;0;0;0;25.5;0;43.6;0;0;0;1.8;0;1.8;0;1427.931;-7.92;545.256;89.352;4.681;17.675;38.91;56.8;150;"COMX"
