ptt dèj;goûter;soirée;après déjeuner;après dîner;tt moment;maison;travail;salon de t;amis;resto;bar;variété;comment;sucre;forme;lieuachat;type;sexe;CSP;Sport;âge;âge_Q;fréquence;évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;absorption fer;féminin;raffiné;amaigrissant;excitant;relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;citron;sucré;sachet;GMS;t_marque_connue;H;autre actif;Pas.sportif;19;15-24;1 à 2/sem;Pas.évasion-exotisme;spiritualité;Pas.bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;Pas.maison;travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_variable;H;employé;sportif;27;25-34;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;Pas.raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet+vrac;GMS;t_marque_connue;H;étudiant;Pas.sportif;25;25-34;+ de 2/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS+mag.spé.;t_haut_de_gamme;F;non actif;sportif;71;60 et +;1/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
Pas.ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;étudiant;sportif;21;15-24;1/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;salon de t;amis;Pas.resto;bar;parfumé;citron;sucré;sachet+vrac;GMS+mag.spé.;t_marque_connue;F;employé;Pas.sportif;23;15-24;+ de 2/jour;évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_marque_connue;H;étudiant;sportif;22;15-24;3 à 6/sem;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_marque_connue;H;non actif;Pas.sportif;22;15-24;1 à 2/sem;évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;resto;bar;parfumé;lait;sucré;sachet;GMS;t_marque_connue;F;étudiant;Pas.sportif;23;15-24;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_MDD;F;étudiant;sportif;21;15-24;1 à 2/sem;Pas.évasion-exotisme;spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;travail;Pas.salon de t;amis;resto;Pas.bar;noir;autre;Pas.sucré;sachet+vrac;GMS+mag.spé.;t_variable;F;cadre sup;Pas.sportif;42;35-44;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;travail;salon de t;amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;sachet+vrac;GMS;t_MDD;F;employé;Pas.sportif;23;15-24;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;travail;Pas.salon de t;amis;resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;employé;Pas.sportif;52;45-59;1/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;amis;resto;bar;parfumé;lait;Pas.sucré;sachet;GMS;t_marque_connue;H;cadre sup;Pas.sportif;54;45-59;1 à 2/sem;évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;excitant;Pas.relaxant;ss effet santé
ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;employé;Pas.sportif;33;25-34;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;Pas.amis;resto;Pas.bar;noir;pur;Pas.sucré;sachet;GMS;t_marque_connue;H;cadre sup;Pas.sportif;37;35-44;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;amis;resto;Pas.bar;parfumé;citron;sucré;sachet+vrac;GMS+mag.spé.;t_variable;H;étudiant;sportif;29;25-34;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;citron;sucré;sachet;GMS;t_MDD;H;non actif;Pas.sportif;66;60 et +;3 à 6/sem;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;excitant;Pas.relaxant;ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;salon de t;amis;Pas.resto;bar;noir;autre;Pas.sucré;sachet;GMS;t_marque_connue;F;cadre moyen;sportif;47;45-59;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;travail;salon de t;amis;Pas.resto;bar;parfumé;citron;sucré;sachet;GMS+mag.spé.;t_marque_connue;F;employé;Pas.sportif;45;45-59;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;Pas.raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;citron;sucré;sachet;GMS;t_MDD;F;employé;Pas.sportif;54;45-59;1/jour;évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;excitant;relaxant;Pas.ss effet santé
ptt dèj;goûter;soirée;après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS;t_variable;F;étudiant;sportif;19;15-24;+ de 2/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;absorption fer;féminin;raffiné;amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;étudiant;sportif;17;15-24;1 à 2/sem;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;étudiant;sportif;18;15-24;1 à 2/sem;évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;lait;sucré;sachet;GMS;t_marque_connue;F;non actif;Pas.sportif;79;60 et +;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;Pas.maison;travail;Pas.salon de t;amis;resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_marque_connue;H;cadre sup;sportif;48;45-59;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_variable;H;étudiant;sportif;26;25-34;1/jour;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;relaxant;ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;cadre moyen;sportif;47;45-59;3 à 6/sem;évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;lait;sucré;sachet;GMS;t_variable;H;ouvrier;sportif;30;25-34;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_marque_connue;H;non actif;Pas.sportif;24;15-24;3 à 6/sem;évasion-exotisme;spiritualité;Pas.bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;employé;Pas.sportif;29;25-34;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;autre;sucré;sachet;GMS+mag.spé.;t_haut_de_gamme;H;non actif;Pas.sportif;72;60 et +;3 à 6/sem;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;citron;sucré;sachet;magasin spécialisé;t_inconnu;H;ouvrier;Pas.sportif;41;35-44;1/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;bar;parfumé;pur;sucré;sachet;GMS;t_MDD;H;étudiant;sportif;18;15-24;+ de 2/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;amaigrissant;Pas.excitant;Pas.relaxant;ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;sachet+vrac;GMS;t_bas_de_gamme;F;étudiant;sportif;19;15-24;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;employé;Pas.sportif;55;45-59;3 à 6/sem;évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;vrac;GMS;t_bas_de_gamme;F;cadre moyen;sportif;47;45-59;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;cadre moyen;Pas.sportif;49;45-59;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_marque_connue;F;employé;sportif;30;25-34;+ de 2/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;lait;Pas.sucré;sachet;GMS;t_bas_de_gamme;F;autre actif;sportif;45;45-59;1/jour;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_MDD;F;ouvrier;sportif;22;15-24;+ de 2/jour;évasion-exotisme;spiritualité;Pas.bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_marque_connue;F;non actif;Pas.sportif;18;15-24;1 à 2/sem;évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;lait;Pas.sucré;vrac;GMS+mag.spé.;t_marque_connue;F;non actif;Pas.sportif;36;35-44;3 à 6/sem;évasion-exotisme;spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;excitant;Pas.relaxant;ss effet santé
Pas.ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;resto;bar;noir;pur;Pas.sucré;sachet;GMS+mag.spé.;t_marque_connue;F;non actif;Pas.sportif;75;60 et +;3 à 6/sem;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;resto;bar;noir;pur;sucré;vrac;GMS;t_marque_connue;F;non actif;sportif;19;15-24;+ de 2/jour;évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;employé;Pas.sportif;50;45-59;+ de 2/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;sachet+vrac;GMS;t_marque_connue;F;non actif;Pas.sportif;60;60 et +;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;sachet+vrac;GMS;t_marque_connue;F;employé;sportif;21;15-24;1/jour;évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;vrac;GMS;t_haut_de_gamme;F;employé;sportif;45;45-59;+ de 2/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;non actif;Pas.sportif;45;45-59;1/jour;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;sachet;GMS;t_marque_connue;F;non actif;Pas.sportif;75;60 et +;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;bar;noir;citron;Pas.sucré;vrac;magasin spécialisé;t_haut_de_gamme;F;cadre sup;Pas.sportif;53;45-59;+ de 2/jour;évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_variable;F;employé;Pas.sportif;25;25-34;1 à 2/sem;Pas.évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;bar;parfumé;pur;sucré;sachet;GMS;t_variable;F;étudiant;sportif;20;15-24;+ de 2/jour;évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;Pas.amis;Pas.resto;bar;parfumé;pur;sucré;vrac;GMS+mag.spé.;t_haut_de_gamme;F;étudiant;sportif;20;15-24;+ de 2/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;bar;parfumé;pur;Pas.sucré;sachet+vrac;GMS+mag.spé.;t_variable;F;cadre moyen;sportif;30;25-34;+ de 2/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;resto;bar;noir;pur;Pas.sucré;sachet+vrac;GMS;t_haut_de_gamme;F;employé;Pas.sportif;51;45-59;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;resto;bar;parfumé;pur;sucré;sachet;GMS;t_marque_connue;F;étudiant;Pas.sportif;18;15-24;+ de 2/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
